UBIGEO	MESA	006	023	008	015	001	019	014	005	017	002	013	041	022	018	020	007	021	012
140102	72885	3898	3812	1338	6791	4882	2319	8717	2281	6738	8248	5704	1956	3199	1758	9410	4599	6381	6653
140102	72886	9579	595	5628	6446	3930	5235	7824	3951	948	3651	7664	5261	4399	1520	8702	5187	7085	6653
140102	72887	9116	4485	5554	2361	2783	6178	1249	5217	3233	87	5408	7400	1800	8847	6421	3139	714	5615
140102	72888	7032	7430	7559	1269	1831	837	1508	793	2214	9779	4716	8345	3166	815	5578	1787	2102	9182
140102	72889	25	8562	9258	1080	5666	7427	2331	7107	5889	9572	109	7610	255	9976	8729	7809	391	387
140102	72890	386	6006	140	973	3069	7313	179	9529	9254	1136	627	2315	1777	2199	2393	2401	2927	7605
140102	72891	8257	3616	6548	4465	6165	3369	3009	2319	7911	9838	7539	7674	5540	8815	4229	9157	2110	2952
140102	72892	2547	9960	572	5296	1388	2841	5013	9697	6590	502	6676	4116	9105	1302	4903	5196	3472	8261
140102	72893	8894	2432	8136	7496	5056	8956	3774	326	7127	2179	2671	4271	2923	9740	3378	9506	6816	5688
140102	72894	5666	4617	8043	6390	8392	8520	4601	3121	1222	4276	6319	6661	1527	9149	9455	8369	1269	5977
140102	72895	6247	4487	8989	4831	1781	4276	7171	3630	6266	3884	4975	422	2596	8664	9634	3642	9744	6518
140102	72896	5708	9355	4353	4379	237	5753	5766	2987	534	363	9217	869	6544	5549	3130	5456	9980	824
140102	72897	5821	8762	6364	495	5837	760	2239	3174	5183	2235	6594	9852	7934	8699	3743	9765	7974	1204
140102	72898	8317	380	4376	3560	8446	5082	2696	5648	7533	198	3547	5101	8437	5930	292	9981	3658	7401
140102	72899	4605	5141	4185	1019	4752	2110	9931	6757	8680	4878	8080	8957	5864	2077	6577	59	1020	949
140102	72900	7448	6292	1038	8131	8277	2580	4900	2652	5657	8892	2853	9736	7366	9283	8018	4403	5445	3562
140102	72901	1018	3798	747	2745	3071	4799	8524	315	7201	2986	4835	3852	6628	6997	7090	5520	109	1700
140102	72902	5272	9693	408	8352	1267	5915	6682	370	8188	8667	8955	6486	2423	7920	6039	7552	3721	883
140102	72903	3618	5250	9762	3610	4817	6029	1673	1160	1805	9804	2024	6703	7571	2090	1863	3110	6650	4364
140102	72904	5739	8084	4085	6679	9869	7985	8501	6844	7611	2674	5433	6522	5937	6402	7868	4825	2236	460
140102	72905	3363	6689	2347	7221	4280	4801	2108	1509	1202	3927	2790	3967	4925	2789	9557	6744	9834	839
140102	72906	4245	1240	999	5546	9635	2468	9779	7798	6921	3058	4424	8129	4310	8466	2029	2515	7151	2388
140102	72907	8369	4678	7583	6996	5036	595	2914	4456	9633	1512	2570	9598	2110	6076	7838	9529	6688	3321
140102	72908	4180	8969	3112	7902	4175	2296	5621	2337	2688	794	5585	8060	38	9031	5520	5334	2400	7364
140102	72909	8790	1951	9971	9723	7237	5721	5318	7012	4987	3757	8481	8950	9897	4807	156	6838	4634	7881
140102	72910	4119	1026	233	6677	7088	4379	5860	8921	810	8400	9488	8069	9878	6315	4839	8748	5446	4708
140102	72911	6674	5074	19	4334	4402	7323	1926	4732	788	9537	8159	3146	9083	1107	7133	9528	1833	2000
140102	72912	5540	548	9226	4362	4032	8794	9392	6091	933	8895	5478	2489	3835	5542	6630	6647	7580	3210
140102	72913	47	6964	6702	5679	4320	8059	2080	9372	8094	246	4166	9518	6315	8129	6895	1406	7553	3386
140102	72914	4679	1812	7683	5964	2936	3392	4762	9241	1645	1207	6191	9852	1737	5454	6268	5332	1659	3425
140102	72915	4461	7647	268	7340	4131	2623	721	440	1741	8507	9511	5162	2874	3993	7382	3091	6840	979
140102	72916	6581	5055	3524	373	6446	62	910	8962	9135	4651	6536	9572	9557	2954	3408	7815	7059	5851
140102	72917	6203	5496	8860	9127	6650	9969	6269	1558	5015	9894	8317	2665	2695	5396	8153	2256	2128	5986
140102	72918	4346	1840	8267	6091	3954	4160	2624	7742	364	2572	7010	662	9672	3866	9177	7948	2596	8885
140102	72919	921	2031	9573	1348	9859	1850	6441	2594	9948	8800	9026	8588	9143	156	9310	2886	8029	9048
140102	72920	1919	5781	1199	1867	4106	4798	3397	5395	2305	4241	9677	2026	2743	6376	7248	8488	9081	9930
140102	72921	1118	7408	8804	2630	1964	2277	5166	7621	2363	7425	4276	7251	1540	2815	114	7297	9266	8999
140102	72922	2000	1682	3293	7801	5683	3639	7603	5217	6919	9417	7185	7559	1434	6080	8599	2284	9467	1828
140102	72923	7707	640	3086	7435	1964	5589	7176	4920	9642	9751	5455	9069	649	410	996	6121	5403	4125
140102	72924	4894	1636	4691	45	7627	3077	4703	1485	4555	86	604	1003	4855	5167	6922	2513	8742	7447
140102	72925	8656	4485	1577	5729	7074	7170	2805	8748	8766	1919	7535	8918	6911	4879	6778	4464	1554	6819
140102	72926	257	3453	3881	1817	1773	1502	3452	6084	6940	5107	8138	5524	7168	4180	5762	6075	7186	1430
140102	72927	2344	2482	4805	6983	176	9034	1210	8716	7381	2297	570	9572	523	2835	9841	5626	8723	6399
140102	72928	6759	2794	471	3001	4219	7149	8338	8961	4699	2838	9772	4888	6391	6136	3976	3108	3756	8471
140102	72929	4634	2886	305	1815	9201	4995	7708	4365	896	4778	393	322	3162	8739	2965	2348	8227	2321
140102	72930	4690	5008	6430	2878	6705	8223	424	3618	1786	1098	2272	8593	3909	8541	5248	8727	7209	1339
140102	72931	1831	7322	5281	4034	9378	4185	6923	2248	7330	2727	3460	1304	2076	834	5231	6581	6242	1453
140102	72932	2520	9860	4828	3305	578	901	7245	1704	2353	1086	7396	9078	5037	5251	4638	1821	990	495
140102	72933	1895	1193	4990	1314	8933	6441	6790	8632	5702	2245	6265	4233	7969	6621	3179	3662	2164	8166
140102	72934	8570	6417	1398	7892	4356	4951	2851	6698	2924	9443	5246	9864	6679	7887	1418	7776	7340	633
140102	72935	7023	5380	7170	3457	5639	7607	9929	4751	3412	3718	3534	3777	9345	2946	184	1201	5195	7451
